id,orden_id,tipo,tecnico_id,at,meta,payload,created_at,cierre_token
6545c27e-4bce-4e14-8524-362009061d93,04058753-8212-405c-9bea-ecd33244297b,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-24 20:05:44.515115+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-24 20:05:44.515115+00,
a86694c3-781d-4916-b0b8-fef62e9651ea,438a1a9c-e263-4954-8d10-4b06621aa308,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-23 14:50:51.805466+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-23 14:50:51.805466+00,
54e61454-4a92-4be2-9189-03813b52e5a7,3d4de651-9082-4d6c-b834-c6e58aa3b275,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-22 21:13:47.096242+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-22 21:13:47.096242+00,
20d1fb24-69de-4013-b8b7-56cddbf350b1,515a2450-aef4-486e-8b28-c8c13336e532,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-22 20:46:28.851411+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-22 20:46:28.851411+00,
377418a3-ba62-410d-ad36-114717317ab4,30e006a1-ee23-4756-a16f-676c7685accd,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-22 21:40:06.486891+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-22 21:40:06.486891+00,
e2982e16-0009-43a4-b613-fa63876abfb8,540b05b2-2658-4ba9-a035-889754c1364c,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-22 21:45:15.782235+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-22 21:45:15.782235+00,
e83eaca7-3378-42d6-99d0-bebb83848bc8,48e099fb-e490-4587-8792-2d8b71b24d4a,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-22 21:49:06.375865+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-22 21:49:06.375865+00,
0580ebb7-6f6f-442f-900d-05bc8b067571,780a2d6f-49a0-4f32-b706-1ee4129d0ed5,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-23 22:48:17.059398+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-23 22:48:17.059398+00,
88f29527-fdad-428c-84f1-ba15d31e73d8,0895963f-2f75-4110-b23e-2d1fb1609669,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-23 22:51:32.131191+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-23 22:51:32.131191+00,
36b90ba9-04b5-42a2-93ff-28445b619317,3dbb0e7a-a89a-47a3-a80a-2cfc44ab25ce,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-23 22:58:35.214246+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-23 22:58:35.214246+00,
dca7256a-a53e-47c1-b512-8b7e422a93fc,31540579-55c3-46c0-821f-c26f0f45b2f0,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-23 23:04:54.917825+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-23 23:04:54.917825+00,
f8e67309-30d8-4a4e-abda-3ae8289447ad,425882e8-ff40-4c9e-978b-f19a76af3df8,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-23 23:23:46.655325+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-23 23:23:46.655325+00,
99f2d9ba-6001-40ce-b6cb-96c671e9f8b2,3ba51f97-928c-47a1-bbe3-8344efea5dc4,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-23 23:31:14.14624+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-23 23:31:14.14624+00,
d985e51f-f4b9-4392-9d91-4f235fe669bd,63839196-5166-4edc-ab73-f2fd1701fa37,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-24 20:05:44.600498+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-24 20:05:44.600498+00,
29c17f1c-897f-426d-b4ca-f8d0d81ce32f,f2b754b5-bad7-483e-af0b-f6fca87e59b2,iniciar,c1f2dd81-8f1c-477c-b7cd-580dd13916d3,2025-09-24 20:08:54.078276+00,"{""fuente"": ""backfill""}","{""fuente"": ""backfill""}",2025-09-24 20:08:54.078276+00,
